rank,trigram,count,share,hand_pattern,finger_pattern,row_pattern,row_changes,same_finger_transition_count,same_finger_travel_total,repeated_key_transition_count,separated_finger_reuse,same_finger_reversal,three_finger_same_hand_shape,alternating_hands,home_reach_sum,home_reach_max,tags,top_words
7394,hsw,255022,1.2154779486888035e-07,RLL,R-index → L-ring → L-ring,1 → 1 → 0,1,1,1.0308,0,False,False,,False,2.0308,1.0308,"same_finger_x1,one_row_change",reichswehr
7395,mgh,254960,1.2151824462112969e-07,RLR,R-index → L-index → R-index,2 → 1 → 1,1,0,0.0,0,True,False,,True,3.118,1.118,"separated_finger_reuse,alternating_hands,one_row_change",mgh
7396,zaj,254637,1.2136429736268672e-07,LLR,L-pinky → L-pinky → R-index,2 → 1 → 1,1,1,1.118,0,False,False,,False,1.118,1.118,"same_finger_x1,one_row_change","mestizaje, zajonc"
7397,idj,254605,1.2134904562191217e-07,RLR,R-middle → L-middle → R-index,0 → 1 → 1,1,0,0.0,0,False,False,,True,1.0308,1.0308,"alternating_hands,one_row_change",abidjan
7398,lrc,254160,1.2113695110176626e-07,RLL,R-ring → L-index → L-middle,1 → 0 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,lrc
7399,ysd,254091,1.2110406453572115e-07,RLL,R-index → L-ring → L-middle,0 → 1 → 1,1,0,0.0,0,False,False,,False,1.6008,1.6008,one_row_change,drysdale
7400,uhi,253853,1.2099062971371052e-07,RRR,R-index → R-index → R-middle,0 → 1 → 0,2,1,1.25,0,False,False,,False,3.0616,1.0308,"same_finger_x1,two_row_changes","quhilk, menuhin"
7401,auw,253784,1.2095774314766544e-07,LRL,L-pinky → R-index → L-ring,1 → 0 → 0,1,0,0.0,0,False,False,,True,2.0616,1.0308,"alternating_hands,one_row_change","pauw, depauw"
7402,fpc,253482,1.2081380484410572e-07,LRL,L-index → R-pinky → L-middle,1 → 0 → 2,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes",fpc
7403,qol,253272,1.2071371529527283e-07,LRR,L-pinky → R-ring → R-ring,0 → 0 → 1,1,1,1.0308,0,False,False,,False,2.0616,1.0308,"same_finger_x1,one_row_change",qol
7404,plr,252976,1.2057263669310835e-07,RRL,R-pinky → R-ring → L-index,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.0616,1.0308,two_row_changes,"plr, cplr"
7405,kiu,252797,1.204873222681508e-07,RRR,R-middle → R-middle → R-index,1 → 0 → 0,1,1,1.0308,0,False,False,,False,2.0616,1.0308,"same_finger_x1,one_row_change",kwakiutl
7406,zbi,252077,1.201441581007237e-07,LLR,L-pinky → L-index → R-middle,2 → 2 → 0,1,0,0.0,0,False,False,,False,3.9516,1.8028,one_row_change,zbigniew
7407,cfd,251971,1.2009363670940803e-07,LLL,L-middle → L-index → L-middle,2 → 1 → 1,1,0,0.0,0,True,False,,False,1.118,1.118,"separated_finger_reuse,one_row_change",cfd
7408,bmc,251545,1.1989059791034698e-07,LRL,L-index → R-index → L-middle,2 → 2 → 2,0,0,0.0,0,False,False,,True,4.0388,1.8028,"alternating_hands,no_row_change",bmc
7409,mfs,250926,1.1959557204973954e-07,RLL,R-index → L-index → L-ring,2 → 1 → 1,1,0,0.0,0,False,False,,False,1.118,1.118,one_row_change,"mfs, nmfs"
7410,hbh,250528,1.1940587852385622e-07,RLR,R-index → L-index → R-index,1 → 2 → 1,2,0,0.0,0,True,False,,True,3.8028,1.8028,"separated_finger_reuse,alternating_hands,two_row_changes",vallabhbhai
7411,bhb,250528,1.1940587852385622e-07,LRL,L-index → R-index → L-index,2 → 1 → 2,2,0,0.0,0,True,False,,True,4.6056,1.8028,"separated_finger_reuse,alternating_hands,two_row_changes",vallabhbhai
7412,yxe,250459,1.193729919578111e-07,RLL,R-index → L-ring → L-middle,0 → 2 → 0,2,0,0.0,0,False,False,,False,3.7496,1.6008,two_row_changes,myxedema
7413,gji,250393,1.1934153524246362e-07,LRR,L-index → R-index → R-middle,1 → 1 → 0,1,0,0.0,0,False,False,,False,2.0308,1.0308,one_row_change,"jingji, heilongjiang"
7414,ngj,250393,1.1934153524246362e-07,RLR,R-index → L-index → R-index,2 → 1 → 1,1,0,0.0,0,True,False,,True,2.118,1.118,"separated_finger_reuse,alternating_hands,one_row_change","jingji, heilongjiang"
7415,jir,250286,1.1929053723424878e-07,RRL,R-index → R-middle → L-index,1 → 0 → 0,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"jiro, jiri"
7416,alx,249782,1.190503223170498e-07,LRL,L-pinky → R-ring → L-ring,1 → 1 → 2,1,0,0.0,0,False,False,,True,1.118,1.118,"alternating_hands,one_row_change","falx, calx"
7417,etv,249679,1.1900123077643175e-07,LLL,L-middle → L-index → L-index,0 → 0 → 2,1,1,2.0156,0,False,False,,False,3.3988,1.25,"same_finger_x1,one_row_change","societv, rietveld"
7418,icq,249636,1.1898073624976598e-07,RLL,R-middle → L-middle → L-pinky,0 → 2 → 0,2,0,0.0,0,False,False,,False,3.1796,1.118,two_row_changes,"quicquid, picquet"
7419,wcc,248198,1.1829536114871019e-07,LLL,L-ring → L-middle → L-middle,0 → 2 → 2,1,0,0.0,1,False,False,,False,3.2668,1.118,"repeat_key_x1,one_row_change",wcc
7420,fap,248029,1.1821481289274465e-07,LLR,L-index → L-pinky → R-pinky,1 → 1 → 0,1,0,0.0,0,False,False,,False,1.0308,1.0308,one_row_change,fap
7421,tll,248019,1.1821004672375261e-07,LRR,L-index → R-ring → R-ring,0 → 1 → 1,1,0,0.0,1,False,False,,False,1.25,1.25,"repeat_key_x1,one_row_change",tll
7422,mhi,247427,1.1792788951942366e-07,RRR,R-index → R-index → R-middle,2 → 1 → 0,2,1,1.8028,0,False,False,,False,3.1488,1.118,"same_finger_x1,two_row_changes",samhita
7423,imd,247225,1.178316129057844e-07,RRL,R-middle → R-index → L-middle,0 → 2 → 1,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"imd, simd"
7424,dsr,247126,1.1778442783276317e-07,LLL,L-middle → L-ring → L-index,1 → 1 → 0,1,0,0.0,0,False,False,redirect,False,1.0308,1.0308,"redirect,one_row_change","dsr, dsrna"
7425,dnb,245739,1.1712336019356679e-07,LRL,L-middle → R-index → L-index,1 → 2 → 2,1,0,0.0,0,False,False,,True,2.9208,1.8028,"alternating_hands,one_row_change",dnb
7426,dvt,245706,1.1710763183589305e-07,LLL,L-middle → L-index → L-index,1 → 2 → 0,2,1,2.0156,0,False,False,,False,2.368,1.25,"same_finger_x1,two_row_changes",dvt
7427,dnr,245668,1.1708952039372328e-07,LRL,L-middle → R-index → L-index,1 → 2 → 0,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes",dnr
7428,caz,244815,1.1668296617870202e-07,LLL,L-middle → L-pinky → L-pinky,2 → 1 → 2,2,1,1.118,0,False,False,,False,2.2361,1.118,"same_finger_x1,two_row_changes",alcazar
7429,wna,244800,1.1667581692521396e-07,LRL,L-ring → R-index → L-pinky,0 → 2 → 1,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes",pownall
7430,tln,244757,1.1665532239854816e-07,LRR,L-index → R-ring → R-index,0 → 1 → 2,2,0,0.0,0,False,False,,False,2.368,1.25,two_row_changes,println
7431,spm,244160,1.163707821097232e-07,LRR,L-ring → R-pinky → R-index,1 → 0 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,spm
7432,gik,243905,1.162492448004261e-07,LRR,L-index → R-middle → R-middle,1 → 0 → 1,2,1,1.0308,0,False,False,,False,2.0308,1.0308,"same_finger_x1,two_row_changes",logik
7433,prd,243865,1.1623018012445793e-07,RLL,R-pinky → L-index → L-middle,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,prd
7434,aqa,243712,1.1615725773887967e-07,LLL,L-pinky → L-pinky → L-pinky,1 → 0 → 1,2,2,2.0616,0,False,True,,False,1.0308,1.0308,"same_finger_x2,same_finger_reversal,two_row_changes",aqaba
7435,qab,243712,1.1615725773887967e-07,LLL,L-pinky → L-pinky → L-index,0 → 1 → 2,2,1,1.0308,0,False,False,,False,2.8336,1.8028,"same_finger_x1,two_row_changes",aqaba
7436,woj,243328,1.1597423684958522e-07,LRR,L-ring → R-ring → R-index,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"wojtyla, wojciech"
7437,uau,243262,1.1594278013423773e-07,RLR,R-index → L-pinky → R-index,0 → 1 → 0,2,0,0.0,0,True,False,,True,2.0616,1.0308,"separated_finger_reuse,alternating_hands,two_row_changes","rouault, cuauhtemoc"
7438,kga,243256,1.1593992043284251e-07,RLL,R-middle → L-index → L-pinky,1 → 1 → 1,0,0,0.0,0,False,False,,False,1.0,1.0,no_row_change,backgammon
7439,pdg,243150,1.1588939904152685e-07,RLL,R-pinky → L-middle → L-index,0 → 1 → 1,1,0,0.0,0,False,False,,False,2.0308,1.0308,one_row_change,pdgf
7440,dgf,243150,1.1588939904152685e-07,LLL,L-middle → L-index → L-index,1 → 1 → 1,0,1,1.0,0,False,False,,False,1.0,1.0,"same_finger_x1,no_row_change",pdgf
7441,fsm,242482,1.1557101895285837e-07,LLR,L-index → L-ring → R-index,1 → 1 → 2,1,0,0.0,0,False,False,,False,1.118,1.118,one_row_change,fsm
7442,ufb,242448,1.1555481397828543e-07,RLL,R-index → L-index → L-index,0 → 1 → 2,2,1,1.8028,0,False,False,,False,2.8336,1.8028,"same_finger_x1,two_row_changes",aufbau
7443,hcc,242333,1.1550000303487693e-07,RLL,R-index → L-middle → L-middle,1 → 2 → 2,1,0,0.0,1,False,False,,False,3.2361,1.118,"repeat_key_x1,one_row_change",hcc
7444,xik,241632,1.1516589458853472e-07,LRR,L-ring → R-middle → R-middle,2 → 0 → 1,2,1,1.0308,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes",lexikon
7445,lpc,241555,1.1512919508729599e-07,RRL,R-ring → R-pinky → L-middle,1 → 0 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,lpc
7446,voz,241514,1.151096537944286e-07,LRL,L-index → R-ring → L-pinky,2 → 0 → 2,2,0,0.0,0,False,False,,True,3.2668,1.118,"alternating_hands,two_row_changes",voz
7447,ppc,241410,1.1506008563691135e-07,RRL,R-pinky → R-pinky → L-middle,0 → 0 → 2,1,0,0.0,1,False,False,,False,3.1796,1.118,"repeat_key_x1,one_row_change",ppc
7448,mua,241157,1.1493950156141267e-07,RRL,R-index → R-index → L-pinky,2 → 0 → 1,2,1,2.136,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes","muang, mua"
7449,owg,241087,1.1490613837846837e-07,RLL,R-ring → L-ring → L-index,0 → 0 → 1,1,0,0.0,0,False,False,,False,3.0616,1.0308,one_row_change,"mowgli, cowgill"
7450,lhy,241037,1.1488230753350815e-07,RRR,R-ring → R-index → R-index,1 → 1 → 0,1,1,1.0308,0,False,False,,False,2.6008,1.6008,"same_finger_x1,one_row_change","diphenylhydantoin, volhynia"
7451,dmz,240846,1.1479127370576013e-07,LRL,L-middle → R-index → L-pinky,1 → 2 → 2,1,0,0.0,0,False,False,,True,2.2361,1.118,"alternating_hands,one_row_change",dmz
7452,pce,240741,1.1474122893134368e-07,RLL,R-pinky → L-middle → L-middle,0 → 2 → 0,2,1,2.136,0,False,False,,False,3.1796,1.118,"same_finger_x1,two_row_changes",pce
7453,rhs,240699,1.147212110215771e-07,LRL,L-index → R-index → L-ring,0 → 1 → 1,1,0,0.0,0,False,False,,True,2.0308,1.0308,"alternating_hands,one_row_change",rhs
7454,mtb,240398,1.145777493349166e-07,RLL,R-index → L-index → L-index,2 → 0 → 2,2,1,2.136,0,False,False,,False,4.1708,1.8028,"same_finger_x1,two_row_changes","mtbe, mtbf"
7455,tyg,240319,1.1454009659987946e-07,LRL,L-index → R-index → L-index,0 → 0 → 1,1,0,0.0,0,True,False,,True,3.8508,1.6008,"separated_finger_reuse,alternating_hands,one_row_change","stygian, tyger"
7456,phc,240124,1.1444715630453462e-07,RRL,R-pinky → R-index → L-middle,0 → 1 → 2,2,0,0.0,0,False,False,,False,3.1488,1.118,two_row_changes,phc
7457,rhw,239913,1.1434659013880251e-07,LRL,L-index → R-index → L-ring,0 → 1 → 0,2,0,0.0,0,False,False,,True,3.0616,1.0308,"alternating_hands,two_row_changes",garhwal
7458,oxw,239888,1.143346747163224e-07,RLL,R-ring → L-ring → L-ring,0 → 2 → 0,2,1,2.136,0,False,False,,False,3.1796,1.118,"same_finger_x1,two_row_changes",boxwood
7459,xwo,239888,1.143346747163224e-07,LLR,L-ring → L-ring → R-ring,2 → 0 → 0,1,1,2.136,0,False,False,,False,3.1796,1.118,"same_finger_x1,one_row_change",boxwood
7460,bcp,239871,1.1432657222903593e-07,LLR,L-index → L-middle → R-pinky,2 → 2 → 0,1,0,0.0,0,False,False,,False,3.9516,1.8028,one_row_change,bcp
7461,kpd,239620,1.1420694138733566e-07,RRL,R-middle → R-pinky → L-middle,1 → 0 → 1,2,0,0.0,0,False,False,,False,1.0308,1.0308,two_row_changes,kpd
7462,gml,239141,1.1397864189261679e-07,LRR,L-index → R-index → R-ring,1 → 2 → 1,2,0,0.0,0,False,False,,False,2.118,1.118,two_row_changes,sgml
7463,sgm,239141,1.1397864189261679e-07,LLR,L-ring → L-index → R-index,1 → 1 → 2,1,0,0.0,0,False,False,,False,2.118,1.118,one_row_change,sgml
7464,poq,238892,1.1385996428471492e-07,RRL,R-pinky → R-ring → L-pinky,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,epoque
7465,xym,238389,1.1362022598441516e-07,LRR,L-ring → R-index → R-index,2 → 0 → 2,2,1,2.6575,0,False,False,,False,3.8368,1.6008,"same_finger_x1,two_row_changes",oxymoron
7466,tlu,238206,1.1353300509186077e-07,LRR,L-index → R-ring → R-index,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.2808,1.25,two_row_changes,"tlu, potluck"
7467,vbs,237728,1.133051822140411e-07,LLL,L-index → L-index → L-ring,2 → 2 → 1,1,1,1.0,0,False,False,,False,2.9208,1.8028,"same_finger_x1,one_row_change",vbscript
7468,igv,236453,1.1269749566755561e-07,RLL,R-middle → L-index → L-index,0 → 1 → 2,2,1,1.118,0,False,False,,False,3.1488,1.118,"same_finger_x1,two_row_changes",rigveda
7469,whu,236213,1.1258310761174658e-07,LRR,L-ring → R-index → R-index,0 → 1 → 0,2,1,1.25,0,False,False,,False,3.0616,1.0308,"same_finger_x1,two_row_changes","dewhurst, whut"
7470,xmi,236093,1.1252591358384206e-07,LRR,L-ring → R-index → R-middle,2 → 2 → 0,1,0,0.0,0,False,False,,False,3.2668,1.118,one_row_change,"proxmire, laxmi"
7471,ajc,235434,1.1221182304726643e-07,LRL,L-pinky → R-index → L-middle,1 → 1 → 2,1,0,0.0,0,False,False,,True,1.118,1.118,"alternating_hands,one_row_change","ajc, mikolajczyk"
7472,trw,235150,1.1207646384789241e-07,LLL,L-index → L-index → L-ring,0 → 0 → 0,0,1,1.0,0,False,False,,False,3.3116,1.25,"same_finger_x1,no_row_change",trw
7473,mru,235084,1.1204500713254493e-07,RLR,R-index → L-index → R-index,2 → 0 → 0,1,0,0.0,0,True,False,,True,3.1796,1.118,"separated_finger_reuse,alternating_hands,one_row_change","cymru, nimrud"
7474,rtp,235067,1.1203690464525844e-07,LLR,L-index → L-index → R-pinky,0 → 0 → 0,0,1,1.0,0,False,False,,False,3.3116,1.25,"same_finger_x1,no_row_change",rtp
7475,gsk,234576,1.1180288574774914e-07,LLR,L-index → L-ring → R-middle,1 → 1 → 1,0,0,0.0,0,False,False,,False,1.0,1.0,no_row_change,"mussorgsky, pigskin"
7476,dtc,234086,1.1156934346713903e-07,LLL,L-middle → L-index → L-middle,1 → 0 → 2,2,0,0.0,0,True,False,,False,2.368,1.25,"separated_finger_reuse,two_row_changes",dtc
7477,oee,233696,1.1138346287644935e-07,RLL,R-ring → L-middle → L-middle,0 → 0 → 0,0,0,0.0,1,False,False,,False,3.0923,1.0308,"repeat_key_x1,no_row_change",oeec
7478,swr,233312,1.112004419871549e-07,LLL,L-ring → L-ring → L-index,1 → 0 → 0,1,1,1.0308,0,False,False,,False,2.0616,1.0308,"same_finger_x1,one_row_change","sportswriter, sportswriters"
7479,oep,233168,1.1113180915366947e-07,RLR,R-ring → L-middle → R-pinky,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.0923,1.0308,"alternating_hands,no_row_change","dehydroepiandrosterone, myoepithelial"
7480,pvd,233056,1.110784280609586e-07,RLL,R-pinky → L-index → L-middle,0 → 2 → 1,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"pvd, pvdf"
7481,opn,232632,1.1087634249569597e-07,RRR,R-ring → R-pinky → R-index,0 → 0 → 2,1,0,0.0,0,False,False,redirect,False,3.1796,1.118,"redirect,one_row_change",bronchopneumonia
7482,jpl,232456,1.1079245792143601e-07,RRR,R-index → R-pinky → R-ring,1 → 0 → 1,2,0,0.0,0,False,False,redirect,False,1.0308,1.0308,"redirect,two_row_changes",jpl
7483,zay,232153,1.106480430009771e-07,LLR,L-pinky → L-pinky → R-index,2 → 1 → 0,2,1,1.118,0,False,False,,False,2.7188,1.6008,"same_finger_x1,two_row_changes","zayas, zayd"
7484,fdn,232064,1.1060562409694791e-07,LLR,L-index → L-middle → R-index,1 → 1 → 2,1,0,0.0,0,False,False,,False,1.118,1.118,one_row_change,fdn
7485,wtp,231784,1.1047217136517071e-07,LLR,L-ring → L-index → R-pinky,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.3116,1.25,no_row_change,wtp
7486,bua,231768,1.1046454549478345e-07,LRL,L-index → R-index → L-pinky,2 → 0 → 1,2,0,0.0,0,False,False,,True,2.8336,1.8028,"alternating_hands,two_row_changes","labuan, bua"
7487,gng,231399,1.1028867385897706e-07,LRL,L-index → R-index → L-index,1 → 2 → 1,2,0,0.0,0,True,False,,True,3.118,1.118,"separated_finger_reuse,alternating_hands,two_row_changes",engng
7488,byh,230860,1.1003177735030593e-07,LRR,L-index → R-index → R-index,2 → 0 → 1,2,1,1.0308,0,False,False,,False,4.4036,1.8028,"same_finger_x1,two_row_changes",babyhood
7489,pku,230714,1.099621912830221e-07,RRR,R-pinky → R-middle → R-index,0 → 1 → 0,2,0,0.0,0,False,False,inward_roll,False,2.0616,1.0308,"inward_roll,two_row_changes",pku
7490,dhh,230685,1.0994836939294518e-07,LRR,L-middle → R-index → R-index,1 → 1 → 1,0,0,0.0,1,False,False,,False,2.0,1.0,"repeat_key_x1,no_row_change",dhhs
7491,vne,230407,1.0981586989496638e-07,LRL,L-index → R-index → L-middle,2 → 2 → 0,1,0,0.0,0,False,False,,True,3.2668,1.118,"alternating_hands,one_row_change","vne, avner"
7492,lmb,230405,1.0981491666116797e-07,RRL,R-ring → R-index → L-index,1 → 2 → 2,1,0,0.0,0,False,False,,False,2.9208,1.8028,one_row_change,holmberg
7493,lcm,230393,1.0980919725837753e-07,RLR,R-ring → L-middle → R-index,1 → 2 → 2,1,0,0.0,0,False,False,,True,2.2361,1.118,"alternating_hands,one_row_change",lcm
7494,uhm,230372,1.0979918830349423e-07,RRR,R-index → R-index → R-index,0 → 1 → 2,2,2,3.0528,0,False,True,,False,3.1488,1.118,"same_finger_x2,same_finger_reversal,two_row_changes",luhmann
7495,pld,230280,1.0975533954876744e-07,RRL,R-pinky → R-ring → L-middle,0 → 1 → 1,1,0,0.0,0,False,False,,False,1.0308,1.0308,one_row_change,pld
7496,hcn,229793,1.0952322711885495e-07,RLR,R-index → L-middle → R-index,1 → 2 → 2,1,0,0.0,0,True,False,,True,3.2361,1.118,"separated_finger_reuse,alternating_hands,one_row_change",hcn
7497,cva,229414,1.0934258931405652e-07,LLL,L-middle → L-index → L-pinky,2 → 2 → 1,1,0,0.0,0,False,False,redirect,False,2.2361,1.118,"redirect,one_row_change",cva
7498,tyw,229238,1.0925870473979655e-07,LRL,L-index → R-index → L-ring,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.8816,1.6008,"alternating_hands,no_row_change",citywide
7499,cdd,229041,1.0916481121065331e-07,LLL,L-middle → L-middle → L-middle,2 → 1 → 1,1,1,1.118,1,False,False,,False,1.118,1.118,"same_finger_x1,repeat_key_x1,one_row_change",tcdd
7500,wtu,228946,1.091195326052289e-07,LLR,L-ring → L-index → R-index,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.3116,1.25,no_row_change,pawtucket
7501,ejm,228492,1.0890314853299014e-07,LRR,L-middle → R-index → R-index,0 → 1 → 2,2,1,1.118,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes",sejm
7502,mtf,228420,1.0886883211624743e-07,RLL,R-index → L-index → L-index,2 → 0 → 1,2,1,1.25,0,False,False,,False,2.368,1.25,"same_finger_x1,two_row_changes",mtf
7503,cmm,228217,1.0877207888570896e-07,LRR,L-middle → R-index → R-index,2 → 2 → 2,0,0,0.0,1,False,False,,False,3.3541,1.118,"repeat_key_x1,no_row_change",cmm
7504,ctw,228098,1.0871536147470364e-07,LLL,L-middle → L-index → L-ring,2 → 0 → 0,1,0,0.0,0,False,False,redirect,False,3.3988,1.25,"redirect,one_row_change","ductwork, wydawnictwo"
7505,yai,227003,1.0819346597007493e-07,RLR,R-index → L-pinky → R-middle,0 → 1 → 0,2,0,0.0,0,False,False,,True,2.6316,1.6008,"alternating_hands,two_row_changes","yai, yair"
7506,cgh,226073,1.0775021225381493e-07,LLR,L-middle → L-index → R-index,2 → 1 → 1,1,0,0.0,0,False,False,,False,3.118,1.118,one_row_change,mcghee
7507,vud,225946,1.0768968190761597e-07,LRL,L-index → R-index → L-middle,2 → 0 → 1,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes",zidovudine
7508,mfg,225811,1.076253386262234e-07,RLL,R-index → L-index → L-index,2 → 1 → 1,1,1,1.0,0,False,False,,False,2.118,1.118,"same_finger_x1,one_row_change",mfg
7509,avp,225417,1.074375515679369e-07,LLR,L-pinky → L-index → R-pinky,1 → 2 → 0,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,avp
7510,abk,225036,1.0725596052934006e-07,LLR,L-pinky → L-index → R-middle,1 → 2 → 1,2,0,0.0,0,False,False,,False,1.8028,1.8028,two_row_changes,"rabkin, abkhazia"
7511,wum,224733,1.0711154560888115e-07,LRR,L-ring → R-index → R-index,0 → 0 → 2,1,1,2.136,0,False,False,,False,3.1796,1.118,"same_finger_x1,one_row_change",swum
7512,brs,224719,1.071048729722923e-07,LLL,L-index → L-index → L-ring,2 → 0 → 1,2,1,2.6575,0,False,False,,False,2.8336,1.8028,"same_finger_x1,two_row_changes",brs
7513,wdm,224064,1.0679268890331347e-07,LLR,L-ring → L-middle → R-index,0 → 1 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,wdm
7514,gmc,223794,1.0666400234052832e-07,LRL,L-index → R-index → L-middle,1 → 2 → 2,1,0,0.0,0,False,False,,True,3.2361,1.118,"alternating_hands,one_row_change",gmc
7515,dzi,223779,1.0665685308704025e-07,LLR,L-middle → L-pinky → R-middle,1 → 2 → 0,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"godzilla, karadzic"
7516,prn,223591,1.0656724910998984e-07,RLR,R-pinky → L-index → R-index,0 → 0 → 2,1,0,0.0,0,False,False,,True,3.1796,1.118,"alternating_hands,one_row_change",prn
7517,ruu,223562,1.0655342721991292e-07,LRR,L-index → R-index → R-index,0 → 0 → 0,0,0,0.0,1,False,False,,False,3.0923,1.0308,"repeat_key_x1,no_row_change","bruun, menstruum"
7518,siw,223394,1.0647335558084659e-07,LRL,L-ring → R-middle → L-ring,1 → 0 → 0,1,0,0.0,0,True,False,,True,2.0616,1.0308,"separated_finger_reuse,alternating_hands,one_row_change","wysiwyg, siward"
7519,pnc,223296,1.0642664712472458e-07,RRL,R-pinky → R-index → L-middle,0 → 2 → 2,1,0,0.0,0,False,False,,False,3.2668,1.118,one_row_change,pnc
7520,cxi,223238,1.0639900334457072e-07,LLR,L-middle → L-ring → R-middle,2 → 2 → 0,1,0,0.0,0,False,False,,False,3.2668,1.118,one_row_change,"cxix, cxi"
7521,pgo,223231,1.0639566702627629e-07,RLR,R-pinky → L-index → R-ring,0 → 1 → 0,2,0,0.0,0,False,False,,True,3.0616,1.0308,"alternating_hands,two_row_changes",hapgood
7522,yaa,223207,1.0638422822069539e-07,RLL,R-index → L-pinky → L-pinky,0 → 1 → 1,1,0,0.0,1,False,False,,False,1.6008,1.6008,"repeat_key_x1,one_row_change",yaakov
7523,vao,223110,1.0633799638147257e-07,LLR,L-index → L-pinky → R-ring,2 → 1 → 0,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,davao
7524,fdg,222982,1.0627698941837442e-07,LLL,L-index → L-middle → L-index,1 → 1 → 1,0,0,0.0,0,True,False,,False,1.0,1.0,"separated_finger_reuse,no_row_change",fdg
7525,ptp,222969,1.0627079339868477e-07,RLR,R-pinky → L-index → R-pinky,0 → 0 → 0,0,0,0.0,0,True,False,,True,3.3116,1.25,"separated_finger_reuse,alternating_hands,no_row_change","mptp, ptp"
7526,rll,222453,1.0602485907869535e-07,LRR,L-index → R-ring → R-ring,0 → 1 → 1,1,0,0.0,1,False,False,,False,1.0308,1.0308,"repeat_key_x1,one_row_change","rll, curll"
7527,xue,222342,1.0597195460288366e-07,LRL,L-ring → R-index → L-middle,2 → 0 → 0,1,0,0.0,0,False,False,,True,3.1796,1.118,"alternating_hands,one_row_change",xue
7528,slp,222169,1.0588949987932131e-07,LRR,L-ring → R-ring → R-pinky,1 → 1 → 0,1,0,0.0,0,False,False,,False,1.0308,1.0308,one_row_change,slp
7529,twy,221849,1.0573698247157594e-07,LLR,L-index → L-ring → R-index,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.8816,1.6008,no_row_change,aberystwyth
7530,yuz,221832,1.0572887998428947e-07,RRL,R-index → R-index → L-pinky,0 → 0 → 2,1,1,1.0,0,False,False,,False,3.7496,1.6008,"same_finger_x1,one_row_change",soyuz
7531,oyu,221832,1.0572887998428947e-07,RRR,R-ring → R-index → R-index,0 → 0 → 0,0,1,1.0,0,False,False,,False,3.6623,1.6008,"same_finger_x1,no_row_change",soyuz
7532,fyf,221276,1.0546388098833187e-07,LRL,L-index → R-index → L-index,1 → 0 → 1,2,0,0.0,0,True,False,,True,1.6008,1.6008,"separated_finger_reuse,alternating_hands,two_row_changes",fyfe
7533,iug,220912,1.052903924370215e-07,RRL,R-middle → R-index → L-index,0 → 0 → 1,1,0,0.0,0,False,False,,False,3.0616,1.0308,one_row_change,"eriugena, iugr"
7534,yec,220849,1.0526036557237164e-07,RLL,R-index → L-middle → L-middle,0 → 0 → 2,1,1,2.136,0,False,False,,False,3.7496,1.6008,"same_finger_x1,one_row_change",proyecto
7535,nms,220764,1.0521985313593927e-07,RRL,R-index → R-index → L-ring,2 → 2 → 1,1,1,1.0,0,False,False,,False,2.2361,1.118,"same_finger_x1,one_row_change",nms
7536,mmf,220702,1.051903028881886e-07,RRL,R-index → R-index → L-index,2 → 2 → 1,1,0,0.0,1,False,False,,False,2.2361,1.118,"repeat_key_x1,one_row_change",mmf
7537,gnl,220052,1.048805019037058e-07,LRR,L-index → R-index → R-ring,1 → 2 → 1,2,0,0.0,0,False,False,,False,2.118,1.118,two_row_changes,benignly
7538,daj,219984,1.0484809195455991e-07,LLR,L-middle → L-pinky → R-index,1 → 1 → 1,0,0,0.0,0,False,False,,False,0.0,0.0,no_row_change,badajoz
